Well,average_frequency_b.sgy,average_ksi.sgy,average_time.sgy,both_stau.sgy,both_stime.sgy,difr smax dev reflect.sgy,ksi_psi.sgy,KgAver300
TRAIN,-25.309,-3.35045,33.7321,0.656381,157.0,0.24770136,-0.490711,0.7892381570006279
TRAIN,-2.81786,-0.326669,33.4053,0.668051,251.0,0.26256096,-0.488689,0.793928205946401
TRAIN,-3.78107,0.23835,36.4458,0.664713,251.0,0.23803549,-0.475681,0.793928205946401
TRAIN,-20.5076,0.0591158,39.9005,0.666519,251.0,0.2936057,-0.423758,0.7892381570006279
TRAIN,-22.4352,-2.29703,39.6775,0.66799,157.0,0.32745504,-0.441228,0.793928205946401
TRAIN,-35.9389,1.44404,43.2818,0.664294,251.0,0.28448415,-0.287474,0.7892381570006279
TRAIN,-34.5496,2.72506,43.2128,0.666566,250.0,0.25649917,-0.496615,0.7892381570006279
TRAIN,-20.5711,1.02941,50.1841,0.668651,250.0,0.285485,-0.336339,0.793928205946401
TRAIN,-30.3446,1.20994,32.7613,0.667797,251.0,0.24611178,-0.506071,0.793928205946401
TRAIN,-56.0553,-2.36351,39.3634,0.665119,166.0,0.3007834,-0.293496,0.7892381570006279
TRAIN,-2.60584,-2.46332,40.3175,0.663598,165.0,0.29233107,-0.292611,0.7892381570006279
TRAIN,-81.8169,0.845282,45.9966,0.664785,251.0,0.26199606,-0.303892,0.7892381570006279
TRAIN,-26.7128,-0.952015,37.3875,0.665629,249.0,0.28080454,-0.442769,0.793928205946401
TRAIN,-39.3005,-1.28831,40.9575,0.660676,169.0,0.29923967,-0.366896,0.7892381570006279
TRAIN,-46.2595,-2.25709,39.583,0.670135,166.0,0.29703727,-0.489423,0.793928205946401
TRAIN,-3.47121,-2.19837,48.9942,0.667915,162.0,0.26615852,-0.375856,0.7892381570006279
TRAIN,-26.6612,0.289896,44.1832,0.666681,249.0,0.251637,-0.4212,0.793928205946401
TRAIN,-28.7035,0.123875,45.855,0.65815,249.0,0.229452,-0.456774,0.8350919235843873
TRAIN,-20.2148,0.023742,40.3441,0.665209,250.0,0.25923625,-0.419741,0.793928205946401
TRAIN,-17.8698,-0.0544199,36.0359,0.667849,251.0,0.26507503,-0.430833,0.8167563598479495
TRAIN,-5.26166,-2.35692,38.1159,0.661808,251.0,0.26069748,-0.345041,0.8167563598479495
TRAIN,-18.2143,-1.17578,41.7638,0.667067,249.0,0.27848774,-0.284384,0.8350919235843873
TRAIN,2.04939,2.30193,33.3027,0.662653,252.0,0.22755997,-0.337675,0.8167563598479495
TRAIN,12.8674,2.56788,31.9147,0.663032,252.0,0.22832605,-0.316704,0.8167563598479495
TRAIN,-30.0995,-0.544605,35.7615,0.666238,252.0,0.27482757,-0.317812,0.8167563598479495
TRAIN,7.12094,-3.20859,43.1693,0.668066,252.0,0.30313912,-0.224077,0.8167563598479495
TRAIN,-72.2395,-1.05296,44.6254,0.661076,252.0,0.27503747,-0.431661,0.8167563598479495
TRAIN,-22.2037,0.3263,40.4273,0.662451,252.0,0.21593212,-0.30869,0.8167563598479495
TRAIN,-10.2714,-1.0723,37.8016,0.670447,251.0,0.27391362,-0.335722,0.8167563598479495
TRAIN,-3.28103,-1.40099,36.3956,0.664408,167.0,0.28937197,-0.302505,0.8167563598479495
TRAIN,6.61415,-1.28336,36.0025,0.669731,252.0,0.27205136,-0.356091,0.8167563598479495
TRAIN,-16.9452,-0.510122,36.8133,0.663821,250.0,0.21255432,-0.330028,0.6567204172800374
TRAIN,-25.3904,-2.64555,38.5159,0.666922,158.0,0.30110347,-0.321533,0.6567204172800374
TRAIN,-14.962,0.0779729,40.0727,0.666878,252.0,0.31518805,-0.189034,0.8167563598479495
TRAIN,-35.7777,0.0669376,37.5403,0.667602,162.0,0.29529068,-0.336846,0.6567204172800374
TRAIN,-7.98346,-0.477136,39.7361,0.667456,253.0,0.2933429,-0.286258,0.8167563598479495
TRAIN,9.94163,-1.67613,56.6958,0.668957,251.0,0.2671926,-0.257086,0.6567204172800374
TRAIN,-35.6856,-1.85426,54.6431,0.669335,251.0,0.25276968,-0.35449,0.6567204172800374
TRAIN,-1.04887,-1.61423,46.0645,0.666013,252.0,0.24371234,-0.320683,0.828154693425943
TRAIN,-17.5105,-1.41742,50.6588,0.665331,251.0,0.2505525,-0.329848,0.6567204172800374
TRAIN,-23.2249,-2.35514,50.3704,0.662915,250.0,0.23520735,-0.292882,0.4778664695601999
TRAIN,-29.3989,-5.70842,52.9204,0.66551,251.0,0.28091457,-0.352749,0.6567204172800374
TRAIN,-35.3695,-4.9994,54.9804,0.673532,250.0,0.2857553,-0.287617,0.4778664695601999
TRAIN,-32.0173,-2.47918,55.0716,0.663141,250.0,0.2424334,-0.378995,0.6567204172800374
TRAIN,-30.0277,-2.54187,47.393,0.67358,166.0,0.30128965,-0.417607,0.4778664695601999
TRAIN,2.30411,-2.65077,47.4512,0.668724,248.0,0.27542493,-0.353339,0.7365634865142769
TRAIN,-15.0132,-3.87937,42.2897,0.667911,249.0,0.277663,-0.293427,0.4778664695601999
TRAIN,12.5245,-4.45122,36.3289,0.662486,156.0,0.46855074,-0.734659,0.7579452774786077
TRAIN,16.1804,-3.63081,39.6902,0.665793,156.0,0.37649408,-0.709434,0.7663780839175104
TRAIN,-40.2918,-3.0111,39.3353,0.664196,156.0,0.3671987,-0.814535,0.7682773556456034
TRAIN,-20.3912,-3.45156,51.985,0.670983,156.0,0.35186315,-0.788263,0.7640944508092029
TRAIN,-2.76741,-3.45612,59.3224,0.662404,156.0,0.32613233,-0.791236,0.7589172842282502
TRAIN,-25.6106,-3.86585,49.2135,0.662621,156.0,0.33577165,-0.78633,0.7559846509774576
TRAIN,-3.22269,-4.48409,48.7646,0.664662,156.0,0.35683697,-0.71035,0.7887133321410568
TRAIN,-16.8963,-4.1391,51.2979,0.669666,156.0,0.38677263,-0.784693,0.7559846509774576
TRAIN,-20.5996,-3.56795,50.5165,0.663712,157.0,0.3850735,-0.791476,0.7953307753788824
TRAIN,11.8337,-3.10465,53.1765,0.662993,187.0,0.3457488,-0.78471,0.7559846509774576
TRAIN,-60.4272,-3.08818,46.7738,0.663127,157.0,0.35441956,-0.757194,0.7993987613088551
TRAIN,4.84047,-3.45004,51.8637,0.664138,158.0,0.40668455,-0.749763,0.7553576083605296
TRAIN,-47.0395,-2.86351,42.6973,0.657053,157.0,0.35704198,-0.836104,0.7993987613088551
TRAIN,-24.5384,-3.37203,52.7006,0.666884,157.0,0.37094113,-0.788318,0.7993987613088551
TRAIN,-23.8776,-2.25481,41.621,0.660026,157.0,0.35584894,-0.821597,0.7993987613088551
TRAIN,-26.239,-2.32974,49.016,0.65869,157.0,0.36247662,-0.814934,0.7596592046942651
TRAIN,-26.7561,-3.30978,52.261,0.661517,157.0,0.3542007,-0.806837,0.7547643461062713
TRAIN,-26.4943,-3.27436,50.141,0.667233,157.0,0.360244,-0.820115,0.7570586894867968
TRAIN,-32.9594,-3.52015,51.5904,0.668451,157.0,0.34526154,-0.789642,0.7667695976124929
TRAIN,-32.6895,-3.27341,47.141,0.661649,156.0,0.3089454,-0.736732,0.7630872531208952
TRAIN,-43.5284,-3.30287,39.1047,0.670475,157.0,0.39174584,-0.782173,0.7503112692959643
TRAIN,-44.7805,-3.21519,40.3761,0.663528,157.0,0.3384759,-0.796243,0.6734033964582458
TRAIN,-22.1314,-2.92079,47.0699,0.667571,157.0,0.3650485,-0.796427,0.7490869808462685
TRAIN,0.829883,-3.11647,47.9452,0.665309,157.0,0.34421983,-0.761813,0.6734033964582458
TRAIN,-21.6184,-2.68919,46.0773,0.668748,157.0,0.37823844,-0.763346,0.7855283736771612
TRAIN,-6.06508,-2.18927,48.8666,0.666296,157.0,0.36822072,-0.714921,0.7855283736771612
TRAIN,-6.74532,-2.57103,39.2446,0.667217,182.0,0.32314906,-0.658038,0.84901135588622
TRAIN,-6.83554,-1.62891,42.996,0.665016,214.0,0.35669342,-0.618317,0.6877892950218263
TRAIN,-23.069,-2.21536,47.6898,0.668683,157.0,0.3803357,-0.719857,0.6877892950218263
TRAIN,7.19256,-2.01958,40.3045,0.665776,157.0,0.3537454,-0.712142,0.5591286467559646
TRAIN,-23.2691,-0.80932,40.5565,0.666121,157.0,0.39436445,-0.738999,0.5591286467559646
TRAIN,-19.8696,0.0349045,33.2717,0.665661,220.0,0.33052436,-0.500603,0.8074696897802957
TRAIN,-67.6886,-0.986565,39.7531,0.668486,218.0,0.36303505,-0.658279,0.8074696897802957
TRAIN,-29.0384,0.318968,40.5843,0.66149,156.0,0.35902354,-0.660177,0.8074696897802957
TRAIN,-41.3483,1.0234,34.4907,0.664971,194.0,0.326366,-0.602623,0.8039528396479486
TRAIN,-14.6782,0.0983579,35.4871,0.661126,193.0,0.3672033,-0.631497,0.7983794240202089
TRAIN,-74.0649,-1.35695,37.3788,0.664813,193.0,0.38953248,-0.664752,0.7647088876598847
TRAIN,-30.5219,-1.04588,35.3788,0.666555,217.0,0.38207805,-0.639774,0.7644211076513306
TRAIN,-35.5101,-1.75188,35.8073,0.667011,184.0,0.41595015,-0.562616,0.7644211076513306
TRAIN,-19.4711,-1.50178,36.9222,0.660847,189.0,0.47332498,-0.620613,0.7644211076513306
TRAIN,-29.5239,-0.233485,34.5704,0.663959,188.0,0.4086616,-0.506277,0.7605999866089024
